,,V No,Date,Party,City,Total Amt,Remarks
,,1311,30/06/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,81760,Reorder
,,1312,01/07/2022,PAULSON REFRIERATION,ANAND,42999.75,AC FOR FARM HOUSE
,,1313,05/07/2022,ENERGY PRINT,BARODA,4500,Repeat Order-Gujarati 
,,1314,06/07/2022,GALAXY SURGICAL,ANAND,4163.8,Reorder
,,1315,11/07/2022,IT ZONE,ANAND,9700,"For Balasinor Branch, As per Quotation"
,,1316,11/07/2022,VRAJ PLASTIC,,4110,Repeat order-jul-2022
,,1317,11/07/2022,ENERGY PRINT,BARODA,32925,"Reorder, New rate without GST applied.(Old Rate 19.50+18%)"
,,1318,13/07/2022,BHAVNA CLEANING,ANAND,1800,Anti sleeping door mat for Ground floor entrace
,,1319,14/07/2022,OM ENTERPRISE,SURAT,43400,"For Angiography, monthly cons."
,,1320,14/07/2022,Inside Solution,Anand,7966,Reorder Level
,,1321,15/07/2022,CARESTREAM,,787483,Reorder Level
,,1322,15/07/2022,AMIT CHEM TRADERS,VADODARA,24780,Reorder Sony normal 
,,1323,16/07/2022,SAHAJANAND STATIONARY MART,,1720,"CASH PURCHASE, STATIONARY REQ."
,,1324,16/07/2022,NICE FURNITURE,ANAND,6195,For Ritesh Sir USG Chair.
,,1325,16/07/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1350,
,,1326,19/07/2022,ENERGY PRINT,BARODA,74960,"for 3/4 month used, with old design, rate diff.0.57 for 8000 qty, ref.po-1247"
,,1327,19/07/2022,SGE MEDTECH,SURAT,8680,Reorder Level for Biopsy
,,1328,19/07/2022,AMIT CHEM TRADERS,VADODARA,47790,FOR ANAND BRANCH
,,1329,20/07/2022,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,4200,Reorder Level
,,1330,22/07/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,10502,"Reorder, for Anand used"
,,1331,22/07/2022,VRAJ PLASTIC,,3600,Reorder
,,1332,22/07/2022,GALAXY SURGICAL,ANAND,2783.75,Emergency Drugs
,,1333,22/07/2022,AMIT CHEM TRADERS,VADODARA,5544,For Lead Apron Hanging & Shield for Anand-Balasinor-Iris
,,1334,23/07/2022,Inside Solution,Anand,2876,Reorder Level
,,1335,25/07/2022,ENERGY PRINT,BARODA,17400,Reorder
,,1336,25/07/2022,GALAXY SURGICAL,ANAND,10363.7,Reorder
,,1337,26/07/2022,Inside Solution,Anand,24490,For Reporting Area
,,1338,27/07/2022,ENERGY PRINT,BARODA,27000,Reorder for periphary used
,,1339,29/07/2022,WHITE HOUSE,,1600,Reorder
,,1340,29/07/2022,HARIHAR BOOK DEPO,ANAND,1535,"Reorder, Cash purchase"
,,1341,29/07/2022,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,9648,"Reorder, CT-MRI used, 3 to 4 month used with long expiry"
,,1342,29/07/2022,GALAXY SURGICAL,ANAND,3074.9,Reorder
,,1343,30/07/2022,ONE TOUCH SOLUTION,ANAND,45676,"Reorder, FOR MRI Used"
,,1344,30/07/2022,ARVIND GOHIL,ANAND,1080,"Low stock available, 5qty order due to add new update pending"
,,1345,01/08/2022,ARVIND GOHIL,ANAND,900,CT ANGIOGRAPHY CHEKLIST ENGLISH-GUJARATI
,,1346,01/08/2022,ARVIND GOHIL,ANAND,4800,Reorder
,,1347,01/08/2022,KRISHNA ENTERPRISE,Ahmedabad,25960,"Imported Alabaster Paper 100 GSM, incl.Transportation"
,,1348,02/08/2022,MANKI ENTERPRISE,ANAND,1450,CASH PURCHASE-TRIAL BASE
,,1349,02/08/2022,G V SALES & SERVICE,BARODA,144900,Reorder
,,1350,03/08/2022,BHAVNA CLEANING,ANAND,5100,Reorder Aug-22
,,1351,03/08/2022,Inside Solution,Anand,4400.82,Taken by Bhavesh-It Dept./Emergency purchase
,,1352,05/08/2022,VRAJ PLASTIC,,7259.6,Reorder
,,1353,05/08/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,6202.6,Reorder
,,1354,05/08/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,39060,"Reorder, for cardiac MRI"
,,1355,06/08/2022,Inside Solution,Anand,21326,Re Order
,,1356,06/08/2022,Inside Solution,Anand,9676,For IT-Server room Nas backup
,,1357,06/08/2022,MEDRUBB INDUSTRIES,COLKATTA,15355,"Advance payment-Rate1310+Frieght-510+packing-100, High quality Oxy set"
,,1358,10/08/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,99420,Reorder
,,1359,10/08/2022,MANISH MARKETING,AHMEDABAD,28078.4,Reorder
,,1360,15/08/2022,G V SALES & SERVICE,BARODA,59360,Reorder
,,1361,18/08/2022,BHAVNA CLEANING,ANAND,2000,"Req for CT-Black dustbin, mate-for dakor"
,,1362,18/08/2022,GALAXY SURGICAL,ANAND,11877.5,"Reorder, For 2/3 month uses"
,,1363,20/08/2022,ONE TOUCH SOLUTION,ANAND,48720,"Reorder, Medred Make, for CT Injector"
,,1364,22/08/2022,Inside Solution,Anand,2991,"For L-6460 New Ink printer-Bk,C,Y,M"
,,1365,22/08/2022,ENERGY PRINT,BARODA,12250,100% Advance + 10 days delivery.
,,1366,23/08/2022,KRISHNA ENTERPRISE,Ahmedabad,181720,"Multi color Plastic bags, as per sample, Incl. Transp."
,,1367,24/08/2022,KAGDI RAHIMMIYA NANNAMIYA,GODHRA,7050,JK Easy-70 GSM Paper for Receipt & general used
,,1368,24/08/2022,ARVIND GOHIL,ANAND,3400,With new pndt no. updated
,,1369,24/08/2022,G V SALES & SERVICE,BARODA,95032,"for Periphary used, 59+1 free scheme apply"
,,1370,25/08/2022,TRYUS BATTERY,ANAND,14000,"FOR GENERATOR EMERGENCY USED, EX.OLD BATTERY"
,,1371,25/08/2022,G V SALES & SERVICE,BARODA,115920,For CT Dept./Reorder
,,1372,26/08/2022,VRAJ PLASTIC,,8875,Reorder
,,1373,26/08/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1650,Reorder for Patient and office used
,,1374,27/08/2022,PARAMOUNT,ANAND,7581,stock for 3 month uses
,,1375,27/08/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,18819.2,tock for 3 month uses
,,1376,27/08/2022,GALAXY SURGICAL,ANAND,4422,stock for 3 month uses
,,1377,27/08/2022,G V SALES & SERVICE,BARODA,96642,"for Periphary used, 59+1 free scheme apply, refer Reject po-1369"
,,1378,29/08/2022,HARIHAR BOOK DEPO,ANAND,1625,"CASH PURCHASE, SEP-2022"
,,1379,31/08/2022,AMIT PAPER MART,,2324,For A3 glossy-ct dept./ Legal for HR dept.
,,1380,01/09/2022,SHREE GANESH ENTERPRISE,SURAT,2800,"For Balasinor branch-HPS-100/200ml, change tube every patient"
,,1381,01/09/2022,ONE TOUCH SOLUTION,ANAND,45676,"Reorder, MRI contrast"
,,1382,01/09/2022,KHODIYAR CORPORATION CO.,Anand,3675,Reorder
,,1383,02/09/2022,Inside Solution,Anand,27790,Req. for Accounts
,,1384,02/09/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,84698,Reorder
,,1385,03/09/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1841,"Reorder, Emergency Drugs"
,,1386,05/09/2022,CARESTREAM,,15856.2,Reorder
,,1387,05/09/2022,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,4200,"Reorder, for Periphary uses"
,,1388,05/09/2022,WHITE HOUSE,,4251,Reorder
,,1389,05/09/2022,YOGI SERVICE,,7150,"Reorder, for L-805 printer(BK-5/M-1/LM-2/C-1/LC-1/Y-1)"
,,1390,05/09/2022,GENUINE X-RAY & RADIOLOGICAL EQUIPMENT PVT.LTD.,AHMEDABAD,80000,FOR DAKOR BRANCH AS PER QUOTATION
,,1391,06/09/2022,OM ENTERPRISE,SURAT,43400,"Reorder, for Angiography"
,,1392,06/09/2022,GALAXY SURGICAL,ANAND,2289,"Emergency drugs, bandage for Balasinor"
,,1393,06/09/2022,BHAVNA CLEANING,ANAND,4165,Req. for Sep-2022
,,1394,07/09/2022,ARVIND GOHIL,ANAND,3750,Reorder
,,1395,09/09/2022,G V SALES & SERVICE,BARODA,24884,"Reorder, for IRIS-CT Dept. / 50ml packing"
,,1396,13/09/2022,ARVIND GOHIL,ANAND,4800,Reorder
,,1397,14/09/2022,CARESTREAM,,787483,Reorder
,,1398,14/09/2022,KALYAN TRADE LINK (JALARAM),AHMEDABAD,60000,"11*14 plastic bags, multi color, Exc. Transport"
,,1399,15/09/2022,VRAJ PLASTIC,,10525.6,Reorder
,,1400,15/09/2022,G V SALES & SERVICE,BARODA,7280,"Reorder, for Iris, Balasinor, Dakor uses"
,,1401,15/09/2022,PARAMOUNT,ANAND,2311.5,Reorder
,,1402,16/09/2022,SGE MEDTECH,SURAT,5432,As per CT Requirement
,,1403,17/09/2022,AMIT CHEM TRADERS,VADODARA,24780,"Reorder, for periphary uses"
,,1404,17/09/2022,Inside Solution,Anand,42650,"Reorder, Stock for 3 month uses"
,,1405,17/09/2022,SGE MEDTECH,SURAT,23352,"Reorder, for Biopsy purpose"
,,1406,19/09/2022,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,10080,"Reorder, ct-mri uses"
,,1407,21/09/2022,GALAXY SURGICAL,ANAND,2903,
,,1408,24/09/2022,Inside Solution,Anand,1900.16,For Director Cabin
,,1409,24/09/2022,ADCARE,MODASA,5376,Reorder
,,1410,24/09/2022,MERLIN POWER SOLUTION,,30612,FOR PETLAD BRANCH-3KVA-1 YAER WARRANTY
,,1411,24/09/2022,SGE MEDTECH,SURAT,57750,Reorder
,,1412,26/09/2022,YOGI SERVICE,,1650,"Reorder, for Reporting, output 1200 to 1300 page"
,,1413,26/09/2022,AMIT PAPER MART,,3001,"Reorder, used in Reporting"
,,1414,26/09/2022,ARVIND GOHIL,ANAND,8250,Reorder 
,,1415,28/09/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1670,FOR PATIENT & OFFICE USES
,,1416,29/09/2022,CARESTREAM,,885000,OPG MC FOR PETLAD BRANCH
,,1417,30/09/2022,GALAXY SURGICAL,ANAND,11288.78,Reorder
,,1418,01/10/2022,BHAVNA CLEANING,ANAND,8020,oct-22 stock & Diwali cleaning
,,1419,01/10/2022,S. N. PRAJAPATI,Ahmedabad,35720,Anand-2000+Godhra-1500+Dahod-750+750=5000 qty
,,1420,01/10/2022,ASIAN PRINTERY,Ahmedabad,153814,"250gsm + lemination + internal pasting stripe, 5000 qty without + 10000 qty with internal design"
,,1421,06/10/2022,S. N. PRAJAPATI,Ahmedabad,44100,"250gsm, lamination, intern pasting clip, without intern design, trial base qty"
,,1422,06/10/2022,TECHNO HOUSE,Godhra,54700,"FOR PETLAD BRANCH, AS PER QUOTATION+200 FRIEGHT"
,,1423,06/10/2022,G V SALES & SERVICE,BARODA,96642,"Reorder, 118+2 free scm"
,,1424,06/10/2022,G V SALES & SERVICE,BARODA,115920,"Reorder, Anand-CT uses"
,,1425,07/10/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,49056,Reorder
,,1426,10/10/2022,VRAJ PLASTIC,,8392.8,Reorder
,,1427,10/10/2022,K T HEALTHCARE SOLUTIONS,AHMEDABAD,150000.57,"X RAY PORTABLE MC, ANAND BRANCH"
,,1428,11/10/2022,GALAXY SURGICAL,ANAND,7314,Reorder
,,1429,11/10/2022,Inside Solution,Anand,20546,"Reorder, For L805 And L-6460 printer Ink"
,,1430,13/10/2022,SAHAJANAND STATIONARY MART,,1800,CASH PURCHASE
,,1431,13/10/2022,GALAXY SURGICAL,ANAND,1790,FOR HR REQ.
,,1432,13/10/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,26254,"Reorder, for Anand branch"
,,1433,13/10/2022,AMIT PAPER MART,,14504,"Reorder, for Reporting, Receipt paper"
,,1434,13/10/2022,AMIT CHEM TRADERS,VADODARA,37288,"Reorder, for Anand & Dakor branch"
,,1435,13/10/2022,Inside Solution,Anand,7966,"Reorder, for Dispatch"
,,1436,13/10/2022,MANISH MARKETING,AHMEDABAD,28078.4,Reorder
,,1437,14/10/2022,KHODIYAR CORPORATION CO.,Anand,3676,Reorder diwali works
,,1438,19/10/2022,G V SALES & SERVICE,BARODA,29680,Reorder
,,1439,20/10/2022,GALAXY SURGICAL,ANAND,1752,"reorder, emergency drugs"
,,1440,25/10/2022,NICE FURNITURE,ANAND,10620,FOR HIRAL MAM
,,1441,01/11/2022,S. N. PRAJAPATI,Ahmedabad,7400,"Reorder, 100gsm, Alabaster, 4 color"
,,1442,02/11/2022,S. N. PRAJAPATI,Ahmedabad,11740,"Reorder, 25page+Alabaster-100gsm"
,,1443,02/11/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,700300,14*17 Fuji Uses instead of 14*17 carestream
,,1444,03/11/2022,RAJESH A RAJPUT-MEDICAL GAS SERVICE,VADODARA,2800,cash purchase for G.F. O2 bottle
,,1445,03/11/2022,S. N. PRAJAPATI,Ahmedabad,3990,Reorder
,,1446,03/11/2022,S. N. PRAJAPATI,Ahmedabad,3420,"Reorder, Roentgen letterhead"
,,1447,03/11/2022,KALYAN TRADE LINK (JALARAM),AHMEDABAD,219300,"Reorder, Plastic bags, Multi color"
,,1449,05/11/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1800,reorder
,,1450,05/11/2022,GALAXY SURGICAL,ANAND,8894.42,reorder
,,1451,07/11/2022,PARAMOUNT,ANAND,7095,Reorder
,,1452,07/11/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,45454.4,Reorder
,,1453,07/11/2022,VRAJ PLASTIC,,6053.8,REORDER
,,1454,07/11/2022,WHITE HOUSE,,4480,Reorder
,,1455,09/11/2022,ONE TOUCH SOLUTION,ANAND,48720,"reorder, for ct dept."
,,1456,12/11/2022,BHAVNA CLEANING,ANAND,3920,Reorder
,,1457,15/11/2022,GOPINATH PACKAGING,AHMEDABAD,12390,BIO WASTE BAGS R-Y-B
,,1458,15/11/2022,G V SALES & SERVICE,BARODA,212562,Reorder
,,1459,15/11/2022,VRAJ PLASTIC,,3440,"Reorder, Paper Glass"
,,1460,15/11/2022,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,10080,"Reorder, for ct-mri"
,,1461,17/11/2022,SIDDHIVINAYAK COMPUTER,NADIAD,5840,"Reorder,New Supplier,Last Rate_551+18% =650"
,,1462,19/11/2022,Inside Solution,Anand,114696,3-ANAND+2GODHRA+1RHPS-DAHOD = 6NOS TOTAL
,,1463,23/11/2022,Inside Solution,Anand,104784,"3-ANAND+2GODHRA+1RHPS-DAHOD = 6NOS TOTAL, Refer Reject PO-1462"
,,1464,24/11/2022,ONE TOUCH SOLUTION,ANAND,76124,Reorder against Omniscan 20ml (out of stock by supplier)
,,1465,26/11/2022,G V SALES & SERVICE,BARODA,29680,Reorder
,,1466,26/11/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,43512,Reorder
,,1467,26/11/2022,GALAXY SURGICAL,ANAND,5470,Reorder
,,1468,28/11/2022,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,4200,reorder
,,1469,28/11/2022,NAGESHWARI PRINTER,ANAND,2600,"Reorder, RDPL"
,,1470,28/11/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,81760,Reorder
,,1471,05/12/2022,VRAJ PLASTIC,,7778.8,Reorder
,,1472,06/12/2022,AMIT PAPER MART,,11392,"For general & Receipt paper purpose, A3-ct dept"
,,1473,06/12/2022,SHREE GANESH ENTERPRISE,SURAT,2800,for Balasinor branch ct dept uses
,,1474,06/12/2022,S. N. PRAJAPATI,Ahmedabad,31500,"Reorder, as per select paper"
,,1475,07/12/2022,GUNJAN SALES,Anand,9558,BORSAD BRANCH
,,1476,08/12/2022,S. N. PRAJAPATI,Ahmedabad,9185,"Reorder, 2-color,20+5 page,1/6 size,70gsm"
,,1477,08/12/2022,S. N. PRAJAPATI,Ahmedabad,10500,"Reorder, 2color-both side, 20+5 page, 70gsm"
,,1478,08/12/2022,SIDDHIVINAYAK COMPUTER,NADIAD,12264,"Reorder as per req./C-3,LC-5,LM-4,M-4,Y-5=21 TOTAL"
,,1479,08/12/2022,Inside Solution,Anand,2596,"Reorder, used in X-Ray-MRI-CT Dept."
,,1480,09/12/2022,AMIT CHEM TRADERS,VADODARA,37288,Reorder
,,1481,09/12/2022,SGE MEDTECH,SURAT,57750,reorder
,,1482,09/12/2022,PARAMOUNT,ANAND,1669,reorder
,,1483,09/12/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,4186.6,Reorder
,,1484,09/12/2022,GALAXY SURGICAL,ANAND,16389,"Reorder, for 3 month"
,,1485,12/12/2022,BHAVNA CLEANING,ANAND,5400,Dec-2022
,,1486,17/12/2022,ENERGY PRINT,BARODA,12500,Reorder
,,1487,17/12/2022,MANISH MARKETING,AHMEDABAD,28078.4,Reorder
,,1488,17/12/2022,KHODIYAR CORPORATION CO.,Anand,3676,Reorder
,,1489,19/12/2022,Inside Solution,Anand,43202,"Reorder, for 3 month"
,,1490,19/12/2022,ARVIND GOHIL,ANAND,5100,Reorder
,,1491,19/12/2022,GALAXY SURGICAL,ANAND,8095.6,Reorder
,,1492,19/12/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1800,Reorder
,,1493,19/12/2022,ADCARE,MODASA,5376,Reorder
,,1494,19/12/2022,WHITE HOUSE,,4881,Reorder
,,1495,21/12/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,649936,Reorder
,,1496,23/12/2022,G V SALES & SERVICE,BARODA,166338,reorder
,,1497,26/12/2022,SAHAJANAND STATIONARY MART,,1020,CASH PURCHASE- STATIONARY
,,1498,27/12/2022,VRAJ PLASTIC,,8254,reorder
,,1499,29/12/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,161068,Reorder
,,1500,30/12/2022,YOGI SERVICE,,3300,Refill tonner with all incl. service rate
,,1501,30/12/2022,ENERGY PRINT,BARODA,16440,"Reorder with 2 color, 100gsm alabaster paper"
,,1502,30/12/2022,S. N. PRAJAPATI,Ahmedabad,136160,250gsm-4color-inside single color-glosy lamination
,,1503,30/12/2022,TECHNO HOUSE,Godhra,17678,"FOR ANAND RECETION / REPORTING USES, INK TANK PRINTER"
,,1504,31/12/2022,GALAXY SURGICAL,ANAND,4697.4,Reorder
,,1505,02/01/2023,AMIT PAPER MART,,7560,Reorder
,,1506,09/01/2023,Inside Solution,Anand,1350.07,for Anand reporting
,,1507,11/01/2023,GALAXY SURGICAL,ANAND,10075,"Reorder, DOLO 650-ct req.insted of rantac tab"
,,1508,11/01/2023,GUNJAN SALES,Anand,6000,"FOR KSP SIR CABIN, TERRACE (NEW PARKING SIDE)"
,,1509,12/01/2023,ARVIND GOHIL,ANAND,5100,Reorder
,,1510,12/01/2023,BHAVNA CLEANING,ANAND,5770,reorder
,,1511,16/01/2023,Inside Solution,Anand,12392,Reorder
,,1512,17/01/2023,S. N. PRAJAPATI,Ahmedabad,10700,"Reorder, 4000 Without NABH logo+6000 with logo"
,,1513,18/01/2023,OM ENTERPRISE,SURAT,43400,"Reorder, for Angiography"
,,1514,20/01/2023,ENERGY PRINT,BARODA,6400,Reorder
,,1515,21/01/2023,G V SALES & SERVICE,BARODA,95824,"Reorder, 177+3 free scheme apply"
,,1516,21/01/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,5350,Reorder
,,1517,21/01/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,26254,reorder
,,1518,23/01/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1841,"Reorder, emerg. drugs"
,,1519,25/01/2023,SIDDHIVINAYAK COMPUTER,NADIAD,9400,"Reorder, as per quotation attached"
,,1520,25/01/2023,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,10080,"Reorder, used in ct-mri"
,,1521,25/01/2023,GALAXY SURGICAL,ANAND,3240.6,Reorder
,,1522,26/01/2023,AMIT PAPER MART,,4928,for general & receipt paper
,,1523,28/01/2023,VRAJ PLASTIC,,8247.2,Reorder
,,1524,30/01/2023,YOGI SERVICE,,3300,Refilling empty tonner
,,1525,30/01/2023,G V SALES & SERVICE,BARODA,7280,"Reorder, for Balasinor, Iris used"
,,1526,30/01/2023,AMIT CHEM TRADERS,VADODARA,37288,Reorder
,,1527,31/01/2023,G V SALES & SERVICE,BARODA,50418,"Reorder, contra 50ml for Iris"
,,1528,31/01/2023,GALAXY SURGICAL,ANAND,6900.5,Reorder
,,1529,31/01/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,487660,Reorder
,,1530,02/02/2023,SHRADDHA FOOD & BEVERAGES,ANAND,1800,Reorder for patient & office uses
,,1531,03/02/2023,GALAXY SURGICAL,ANAND,11800,Req. for G.F.
,,1532,04/02/2023,S. N. PRAJAPATI,Ahmedabad,32160,"REORDER, 20+5 PAGE,MULTI COLOR,A5 SIZE,70 GSM"
,,1533,06/02/2023,UNITY PHARMA,AHMEDABAD,209995,"REORDER, REUDCED RATE"
,,1534,06/02/2023,G V SALES & SERVICE,BARODA,115920,REORDER
,,1535,06/02/2023,WHITE HOUSE,,4480,Reorder
,,1536,06/02/2023,SIDDHIVINAYAK COMPUTER,NADIAD,3720,"REORDER, USES IN X RAY AND REORTING"
,,1537,08/02/2023,ARVIND GOHIL,ANAND,8500,reorder
,,1538,09/02/2023,BHAVNA CLEANING,ANAND,5245,"Reorder-cloth bucket for MRI,R-Y-D.Bin for Dakor"
,,1539,09/02/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,43512,reorder
,,1540,10/02/2023,SIDDHIVINAYAK COMPUTER,NADIAD,2800,PEN DRIVE FOR 4D USE
,,1541,10/02/2023,ONE TOUCH SOLUTION,ANAND,45676,REODER
,,1542,11/02/2023,GUNJAN SALES,Anand,2980,FOR X RAY HOUSE ENTRY CCTV CAMERA
,,1543,11/02/2023,S. N. PRAJAPATI,Ahmedabad,23550,"for Borsad, Dakor, Petlad branch uses,N.W. bags-1 color"
,,1544,11/02/2023,SGE MEDTECH,SURAT,115500,"3 to 4 mont stock, rate rises from March-23"
,,1545,11/02/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,39060,"reorder, for cardiac uses"
,,1546,13/02/2023,MANISH MARKETING,AHMEDABAD,28078.4,Reorder
,,1547,13/02/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1512,REORDER
,,1548,13/02/2023,KALYAN TRADE LINK (JALARAM),AHMEDABAD,87500,"Reorder, plastic bags for Anand uses"
,,1549,14/02/2023,GALAXY SURGICAL,ANAND,4910,"STAFF WHITE APPRON, AVRG RS.272/PCS"
,,1550,14/02/2023,GALAXY SURGICAL,ANAND,7625,Reorder
,,1551,14/02/2023,AMIT PAPER MART,,12400,REORDER
,,1552,14/02/2023,PARMATMA PRINTING PRESS,ANAND,11500,"New Supplier, Rs.20/pkt less, General and Recpt paper uses"
,,1553,14/02/2023,AMIT CHEM TRADERS,VADODARA,2038,"Old mrp rate, refer reject po-1516/imperial"
,,1554,14/02/2023,S. N. PRAJAPATI,Ahmedabad,27000,"REORDER,WITHOUT NABH LOGO, PERIPHARY USES"
,,1555,16/02/2023,SAHAJANAND STATIONARY MART,,1550,"cash purchase, stationary"
,,1556,17/02/2023,ADCARE,MODASA,5376,REORDER
,,1557,18/02/2023,GALAXY SURGICAL,ANAND,7772,"reorder, for 3 month uses"
,,1558,20/02/2023,KHODIYAR CORPORATION CO.,Anand,3676,reorder
,,1559,20/02/2023,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,4200,reorder
,,1560,20/02/2023,ONE TOUCH SOLUTION,ANAND,41720,reorder
,,1561,22/02/2023,FREELANCE PATEL AGENCY,ANAND,2400,for ct/mri/xray dept uses
,,1562,22/02/2023,GALAXY SURGICAL,ANAND,4816,reorder
,,1563,24/02/2023,AMAZON.IN,,1637.28,FOR CT DEPT. USES
,,1564,24/02/2023,PARAMOUNT,ANAND,2311.5,REORDER
,,1565,25/02/2023,G V SALES & SERVICE,BARODA,185850,reorder
,,1566,27/02/2023,VRAJ PLASTIC,,3850,REORDER
,,1567,27/02/2023,SIDDHIVINAYAK COMPUTER,NADIAD,17860,REORDER
,,1568,28/02/2023,HEART BEATS MEDICAL SYSTEM,,1400,For MRI dept SPO2 probe
,,1569,02/03/2023,G V SALES & SERVICE,BARODA,62160,REORDER
,,1570,02/03/2023,TECHNO HOUSE,Godhra,1150.58,USED IN KHAMBHAT CPU
,,1571,02/03/2023,AMIT CHEM TRADERS,VADODARA,3764,"REORDER, RATE RISES"
,,1572,03/03/2023,GALAXY SURGICAL,ANAND,3087.6,reorder
,,1573,04/03/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,193772,reorder
,,1574,04/03/2023,PARAMOUNT,ANAND,2226,reorder
,,1575,09/03/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,454956,reorder
,,1576,10/03/2023,G V SALES & SERVICE,BARODA,48300,"REORDER FOR IRIS USE, 2 MONTH STOCK"
,,1577,13/03/2023,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,10080,"REORDER, FOR CT AND MRI"
,,1578,13/03/2023,SHRADDHA FOOD & BEVERAGES,ANAND,1800,reorder
,,1579,13/03/2023,GALAXY SURGICAL,ANAND,2536,reorder
,,1580,13/03/2023,SIDDHIVINAYAK COMPUTER,NADIAD,9398.1,FOR HIMALAYA HOME
,,1581,13/03/2023,SIDDHIVINAYAK COMPUTER,NADIAD,10301,"FOR BORSAD BRANCH, AS PER QUOTATION ATTACHED"
,,1582,13/03/2023,VRAJ PLASTIC,,4707.2,REORDER
,,1583,14/03/2023,BHAVNA CLEANING,ANAND,5065,REORDER
,,1584,14/03/2023,SGE MEDTECH,SURAT,11088,"for biopsy purpose, rate rises"
,,1585,15/03/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3830,WITH ADVANCE CHEQUE
,,1586,16/03/2023,ENERGY PRINT,BARODA,6960,REORDER
,,1587,16/03/2023,S. N. PRAJAPATI,Ahmedabad,14880,"REORDER, AS PER QUOTATION ATTACHED"
,,1588,16/03/2023,Inside Solution,Anand,43202,
,,1589,21/03/2023,GALAXY SURGICAL,ANAND,4850,"FOR SWEEPER STAFF, EXTRA"
,,1590,22/03/2023,THE BATTERY STORE,ANAND,6160.48,"for Dakor CT-UPS, 6 month warranty"
,,1591,23/03/2023,INFINITI RETAIL LTD (CROMA),ANAND,19256,"AS PER PROFORMA INVOICE, FOR ANAND BRANCH"
,,1592,23/03/2023,SAHAJANAND STATIONARY MART,,1600,"cash purchase, 160 discount"
,,1593,24/03/2023,S. N. PRAJAPATI,Ahmedabad,18370,reorder
,,1594,24/03/2023,OM ENTERPRISE,SURAT,86800,"REORDER, FOR CORONARY CONTRAST, FROM NEXT RATE RISES"
,,1595,29/03/2023,WHITE HOUSE,,4480,reorder
,,1596,30/03/2023,ONE TOUCH SOLUTION,ANAND,45676,reorder
,,1597,31/03/2023,YOGI SERVICE,,3000,refill tonner
,,1598,31/03/2023,SIDDHIVINAYAK COMPUTER,NADIAD,25380,reorder
,,1599,31/03/2023,S. N. PRAJAPATI,Ahmedabad,39000,"reorder, for Anand branch uses"
,,1600,03/04/2023,ENERGY PRINT,BARODA,18750,"reorder, as per last printed"
,,1601,03/04/2023,KALYAN TRADE LINK (JALARAM),AHMEDABAD,102500,"reorder, as per last printed plastic bags for Anand"
,,1602,03/04/2023,AMIT PAPER MART,,13664,"reorder, order as per monthly consumtion"
,,1603,03/04/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,97650,"reorder, for cardiac use, Rate rise from next order"
