,,V No,Date,Party,City,Total Amt,Remarks
,,1844,29/04/2022,GALAXY SURGICAL,ANAND,3542,EMERGENCY DRUGS
,,1845,29/04/2022,BHAVNA CLEANING,ANAND,4490,
,,1846,29/04/2022,NEW GAYATRI ENTERPRISE,,826,CASH PURCHASE-Reorder
,,1847,03/05/2022,D MART AVENUE SUPERMARTS LTD,,700,CASH PURCHASE
,,1848,04/05/2022,Inside Solution,Anand,7918,FOR FARM HOUSE
,,1849,04/05/2022,Inside Solution,Anand,4300,Dr. K S PRAJAPATI HOME PC UPGRADE
,,1850,04/05/2022,VRAJ PLASTIC,,3300,
,,1851,04/05/2022,DARSHI MARKETING,BARODA,87102,"1000+1300+1000+5000+11650 = 19950 REECEIVED, PO CLOSED"
,,1852,05/05/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1950,FOR PATIENT & OFFICE USED
,,1853,05/05/2022,AMIT PAPER MART,,9856,
,,1854,05/05/2022,SAHAJANAND STATIONARY MART,,1280,MAY STATIONARY
,,1855,05/05/2022,G V SALES & SERVICE,BARODA,115762,
,,1856,06/05/2022,CASH PURCHASE,,598,cash purchase
,,1857,07/05/2022,NEHAL ENTERPRISE,AHMEDABAD,35400,For ANAND CT Dept./ Rs.800+GST18% Frieght Extra
,,1858,10/05/2022,GALAXY SURGICAL,ANAND,7675,
,,1859,10/05/2022,ONE TOUCH SOLUTION,ANAND,34720,"DUAL HEAD HPS, BULK TAKEN DUE TO RATE LOWER"
,,1860,10/05/2022,VRAJ PLASTIC,,4325,
,,1861,10/05/2022,GUNJAN SALES,Anand,41418,FOR FARM HOUSE
,,1862,10/05/2022,ENERGY PRINT,BARODA,4554,198 QTY RECEIVED
,,1863,11/05/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1840,EMERGENCY DRUGS
,,1864,11/05/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1070,"SONOGEL NOT RECEIVED, PO CLOSED"
,,1865,11/05/2022,RINA MEDICAL STORES,,840,CASH PURCHASE
,,1866,12/05/2022,HARIHAR BOOK DEPO,ANAND,820,CASH PURCHASE-FOR HR & GENERAL REQ.
,,1867,13/05/2022,GALAXY SURGICAL,ANAND,902.5,CASH PURCHASE - EMERGENCY DRUGS
,,1868,14/05/2022,Inside Solution,Anand,996,FOR GENERAL
,,1869,16/05/2022,AMIT CHEM TRADERS,VADODARA,44746,30+30 RECEIVED
,,1870,16/05/2022,SAHAJANAND STATIONARY MART,,340,CASH PURCHASE-STATIONARY-HR & GENERAL REQ.
,,1871,17/05/2022,ENERGY PRINT,BARODA,1800,
,,1872,17/05/2022,CARESTREAM,,787483,RECEIVED WITH NEW RATE
,,1873,17/05/2022,GALAXY SURGICAL,ANAND,4312,"FOR MRI & DOCTOR USED, BP MC WITH 1 YEAR WARRANTY"
,,1874,19/05/2022,GALAXY SURGICAL,ANAND,832,CASH PURCHASE-EMERGENCY DRUGS
,,1875,20/05/2022,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,1000,TEST BASE RECEIVED
,,1876,21/05/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,2140,
,,1877,21/05/2022,GALAXY SURGICAL,ANAND,4106,
,,1878,21/05/2022,GUNJAN SALES,Anand,1900,FARM HOUSE
,,1879,21/05/2022,AMAZON (SNAPHIRE IT SERVICES),,2590,FOR RAMESH SIR CABIN
,,1880,23/05/2022,SGE MEDTECH,SURAT,32025,20% PURCHASE
,,1881,24/05/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,14717,3NOS RECEIVED + 7NOS PENDING
,,1882,26/05/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,102359,
,,1883,26/05/2022,CASH PURCHASE,,820,cash purchase
,,1884,26/05/2022,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,4704,300+32 FREE RECEIVED
,,1885,26/05/2022,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,0.32,300 + 32 FREE RECEIVED
,,1886,26/05/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,9765,5BOT RECEIVED + 15 PENDING
,,1887,28/05/2022,D MART AVENUE SUPERMARTS LTD,,1373,CASH PURCHASE
,,1888,31/05/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,34339,3+7 all received
,,1889,31/05/2022,YOGI SERVICE,,34500,FOR REPORTING PRINTER
,,1890,02/06/2022,YOGI SERVICE,,14500,FOR REPORTING
,,1891,02/06/2022,VRAJ PLASTIC,,12210,
,,1892,02/06/2022,KRISHNA POWER SOLUTIONS,VADODARA,379000,FOR BALALSINOR BRANCH
,,1893,02/06/2022,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,2016,FOR CT/MRI
,,1894,02/06/2022,WHITE HOUSE,,1600,
,,1895,02/06/2022,GALAXY SURGICAL,ANAND,885,EMERGENCY DRUGS
,,1896,02/06/2022,SURGICAL STEPS,ANAND,6608,FOR CT DEPT./ 1 YEAR WARRANTY
,,1897,02/06/2022,G V SALES & SERVICE,BARODA,115762,
,,1898,02/06/2022,BHAVNA CLEANING,ANAND,4850,
,,1899,03/06/2022,ONE TOUCH SOLUTION,ANAND,45675,
,,1900,04/06/2022,SGE MEDTECH,SURAT,80850,70 BOT RECEIVED + 30 BOT PENDING
,,1901,04/06/2022,ARVIND GOHIL,ANAND,3750,
,,1902,04/06/2022,ARVIND GOHIL,ANAND,8100,
,,1903,04/06/2022,RINA MEDICAL STORES,,173,CASH PURCHASE / FOR CT-CORONARY
,,1904,08/06/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,5251,100 QTY RECEIVED
,,1905,08/06/2022,GALAXY SURGICAL,ANAND,8652,
,,1906,08/06/2022,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,47040,FOR ANAND IT ROOM
,,1907,09/06/2022,G V SALES & SERVICE,BARODA,0.05,"SAMPLE RECEIVED FOR TRIAL PURPOSE, FREE SUPPLY.-CT CONTRAST"
,,1908,10/06/2022,SGE MEDTECH,SURAT,34650,"70+30 =100 BOT RECEIVED, PO CLOSED"
,,1909,11/06/2022,D MART AVENUE SUPERMARTS LTD,,800,cash purchase
,,1910,13/06/2022,CASH PURCHASE,,300,cash purchase
,,1911,14/06/2022,SHRADDHA FOOD & BEVERAGES,ANAND,900,FOR PATIENT USED
,,1912,14/06/2022,AMIT CHEM TRADERS,VADODARA,44746,
,,1913,14/06/2022,G V SALES & SERVICE,BARODA,41476,FOR IRIS AND DAKOR CT
,,1914,14/06/2022,VRAJ PLASTIC,,4260,
,,1915,14/06/2022,G V SALES & SERVICE,BARODA,29680,50 bot received + 50 pending
,,1916,14/06/2022,AMIT PAPER MART,,8198,
,,1917,14/06/2022,G V SALES & SERVICE,BARODA,7280,FOR IRIS AND DAKOR BRANCH
,,1918,14/06/2022,ENERGY PRINT,BARODA,9300,
,,1919,15/06/2022,PARAMOUNT,ANAND,4732,
,,1920,15/06/2022,YOGI SERVICE,,3000,
,,1921,17/06/2022,RINA MEDICAL STORES,,174,CT CORONARY
,,1922,17/06/2022,NEW GAYATRI ENTERPRISE,,331,CASH PURCHASE-FOR USG
,,1923,17/06/2022,GALAXY SURGICAL,ANAND,4658,
,,1924,17/06/2022,ADCARE,MODASA,5376,FOR MRI
,,1925,17/06/2022,KHODIYAR CORPORATION CO.,Anand,3675,
,,1926,18/06/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,29295,"5+15 RECEIVED, PO CLOSED"
,,1927,18/06/2022,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,1008,50 QTY RECEIVED + 150 QTY PENDING
,,1928,18/06/2022,VINAYAK POLYPACK,AHMEDABAD,6195,FOR BMW CARE
,,1929,18/06/2022,G V SALES & SERVICE,BARODA,29680,"50+50 qty received, po closed"
,,1930,20/06/2022,GALAXY SURGICAL,ANAND,672,"CASH PURCHASE, FOR CT DEPT."
,,1931,21/06/2022,MANISH MARKETING,AHMEDABAD,28079,
,,1932,21/06/2022,ENERGY PRINT,BARODA,3500,BLOOD DONATION CAMP
,,1933,21/06/2022,ENERGY PRINT,BARODA,3600,ANIMAL IMAGING BROUCHER
,,1934,22/06/2022,KRISHNA POWER SOLUTIONS,VADODARA,528036,FOR DAKOR BRANCH
,,1935,22/06/2022,KRISHNA POWER SOLUTIONS,VADODARA,161408,FOR DAKOR BRANCH UPS
,,1936,22/06/2022,OM ENTERPRISE,SURAT,8680,TRAIL BASE CT CONTRAST
,,1937,22/06/2022,SAHAJANAND STATIONARY MART,,1415,CASH PURCHASE STATIONARY
,,1938,23/06/2022,CASH PURCHASE,,417,cash purchase
,,1939,24/06/2022,AMIT CHEM TRADERS,VADODARA,14868,FOR PERIFARY USED-NORMAL SONY PAPER
,,1940,28/06/2022,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,3024,"50+150 RECEIVED, PO CLOSED"
,,1941,28/06/2022,GALAXY SURGICAL,ANAND,2218,
,,1942,28/06/2022,YOGI SERVICE,,34500,REPORTING PRINTER
,,1943,29/06/2022,ASHWINI MEDICAL STORE,ANAND,560,FOR CT DEPT.
,,1944,29/06/2022,NEW GAYATRI ENTERPRISE,,331,CASH PURCHASE-USG
,,1945,30/06/2022,CASH PURCHASE,,300,cash purchase
,,1946,01/07/2022,CARESTREAM,,15857,
,,1947,01/07/2022,BHAVNA CLEANING,ANAND,5575,
,,1948,01/07/2022,VRAJ PLASTIC,,4050,
,,1949,01/07/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,17405,
,,1950,01/07/2022,RINA MEDICAL STORES,,173,CASH PURCHASE-FOR CT ANGIOGRAPHY
,,1951,01/07/2022,RINA MEDICAL STORES,,840,CASH PURCHASE
,,1952,05/07/2022,GALAXY SURGICAL,ANAND,167,REORDER
,,1953,05/07/2022,Inside Solution,Anand,21325,REORDER
,,1954,05/07/2022,PATEL BIOMEDICAL SERVICES,AHMEDABAD,915000,FOR DAKOR
,,1955,05/07/2022,ENERGY PRINT,BARODA,6750,
,,1956,08/07/2022,G V SALES & SERVICE,BARODA,115920,
,,1957,08/07/2022,PAULSON REFRIERATION,ANAND,43000,AT LAMBHVEL FARM HOUSE
,,1958,09/07/2022,CASH PURCHASE,,100,"cash purchase, for X ray Van, Req.by Arvindbhai Driver"
,,1959,13/07/2022,VRAJ PLASTIC,,4110,
,,1960,13/07/2022,GALAXY SURGICAL,ANAND,4166,
,,1961,13/07/2022,SHREE GANESH ENTERPRISE,SURAT,0.06,"Expired 5 nos HPS-100ml, Given to Shree Ganesh against free supply Trazogastro 100ml-6 Bot"
,,1962,14/07/2022,AMIT PAPER MART,,161,CASH PURCHASE-FOR CT DEPT.
,,1963,14/07/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,81760,
,,1964,14/07/2022,IT ZONE,ANAND,9700,FOR BALASINOR BRANCH
,,1965,14/07/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,2140,
,,1966,15/07/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,425,FOR CT MACHINE ROOM
,,1967,15/07/2022,CASH PURCHASE,,260,CASH PURCHASE
,,1968,16/07/2022,CASH PURCHASE,,300,CASH PURCHASE
,,1969,16/07/2022,YOGI SERVICE,,950,"CASH -SAMPLE, USED IN REPORTING"
,,1970,16/07/2022,CASH PURCHASE,,200,CASH PURCHASE
,,1971,18/07/2022,ENERGY PRINT,BARODA,18909,"990 qty received, po closed"
,,1972,18/07/2022,CASH PURCHASE,,130,cash purchase-for ct dept. for patient by Manish req.
,,1973,18/07/2022,D MART AVENUE SUPERMARTS LTD,,577,CASH PURCHASE
,,1974,18/07/2022,D MART AVENUE SUPERMARTS LTD,,546,CASH PURCHASE
,,1975,18/07/2022,BHAVNA CLEANING,ANAND,816,CASH PURCHASE
,,1976,20/07/2022,BHAVNA CLEANING,ANAND,1800,FOR GROUND FLOOR ENTRACE/RAINY SEASON USED
,,1977,20/07/2022,OM ENTERPRISE,SURAT,43400,FOR CT CONTRAST-ANGIOGRAPHY
,,1978,20/07/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1350,FOR PATIENT USED
,,1979,20/07/2022,SAHAJANAND STATIONARY MART,,1720,
,,1980,20/07/2022,NICE FURNITURE,ANAND,6195,DR. RITESH SIR USG CHAIR
,,1981,20/07/2022,ENERGY PRINT,BARODA,11550,FOR DR.COVER
,,1982,21/07/2022,CASH PURCHASE,,930,CASH PURCHASE
,,1983,21/07/2022,BHAVNA CLEANING,ANAND,360,cash purchase/ for Dakor branch
,,1984,22/07/2022,GALAXY SURGICAL,ANAND,112,CASH PURCHASE-FOR CT DEPT.
,,1985,22/07/2022,Inside Solution,Anand,7966,
,,1986,22/07/2022,AMIT CHEM TRADERS,VADODARA,24780,FOR PERIPHARY USED
,,1987,22/07/2022,CARESTREAM,,787482,
,,1988,23/07/2022,SGE MEDTECH,SURAT,2396,2 NOS RECEIVED + 4 PENDING
,,1989,25/07/2022,CASH PURCHASE,,1000,CASH PURCHASE-FOR ALL DEPT.ANAND BRANCH
,,1990,25/07/2022,NEW GAYATRI ENTERPRISE,,496,CASH PURCHASE
,,1991,26/07/2022,ENERGY PRINT,BARODA,16500,"10400 QTY RECEIVED, PO CLOSED"
,,1992,26/07/2022,AMIT PAPER MART,,404,CASH PURCHASE-FOR CT DEPT.
,,1993,28/07/2022,ENERGY PRINT,BARODA,4500,for patient info
,,1994,29/07/2022,AMIT CHEM TRADERS,VADODARA,47790,FOR ANAND
,,1995,29/07/2022,AMIT CHEM TRADERS,VADODARA,5544,"FOR ANAND, IRIS, BALASINOR, X RAY AND CT DEPT."
,,1996,29/07/2022,GALAXY SURGICAL,ANAND,10364,
,,1997,29/07/2022,SGE MEDTECH,SURAT,8680,FOR BIOPSY
,,1998,29/07/2022,Inside Solution,Anand,2877,
,,1999,29/07/2022,GALAXY SURGICAL,ANAND,2782,EMERGENCY DRUGS
,,2000,29/07/2022,VRAJ PLASTIC,,3600,
,,2001,29/07/2022,ENERGY PRINT,BARODA,2969,"125 QTY RECEIVED, PO CLOSED"
,,2002,30/07/2022,AMIT PAPER MART,,1000,CASH PURCHASE-FOR CT DEPT.
,,2003,30/07/2022,Inside Solution,Anand,24490,FOR ANAND BRANCH
,,2004,02/08/2022,GALAXY SURGICAL,ANAND,3074,
,,2005,02/08/2022,ONE TOUCH SOLUTION,ANAND,45675,FOR MRI
,,2006,02/08/2022,WHITE HOUSE,,1600,
,,2007,02/08/2022,HARIHAR BOOK DEPO,ANAND,1535,CASH PURCHASE
,,2008,02/08/2022,ARVIND GOHIL,ANAND,900,CT ANGIO
,,2009,02/08/2022,ARVIND GOHIL,ANAND,1080,"TEMPORARY STOCK, NEW UPDATE PENDING"
,,2010,03/08/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,5251,"100+100 RECEIVED, PO CLOSED"
,,2011,03/08/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,10502,
,,2012,04/08/2022,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,4200,FOR PERIPHARY USED
,,2013,05/08/2022,D MART AVENUE SUPERMARTS LTD,,1005,cash purchase
,,2014,06/08/2022,GALAXY SURGICAL,ANAND,246,"CASH PURCHASE, FOR BORSAD, MANUAL"
,,2015,06/08/2022,CASH PURCHASE,,450,CASH PURCHASE
,,2016,06/08/2022,CASH PURCHASE,,550,CASH PURCHASE
,,2017,08/08/2022,CASH PURCHASE,,150,cash 
,,2018,08/08/2022,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,3024,150 NOS RECEIVED + 350 PENDING
,,2019,09/08/2022,G V SALES & SERVICE,BARODA,144900,
,,2020,09/08/2022,BHAVNA CLEANING,ANAND,5100,
,,2021,09/08/2022,Inside Solution,Anand,4400,
,,2022,09/08/2022,VRAJ PLASTIC,,7260,
,,2023,09/08/2022,MANKI ENTERPRISE,ANAND,1450,"10-Gas base+5-Water base Spray, cash purchase"
,,2024,09/08/2022,TECHNO HOUSE,Godhra,40750,FOR BORSAD BRANCH
,,2025,13/08/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,6203,
,,2026,13/08/2022,KRISHNA ENTERPRISE,Ahmedabad,25960,
,,2027,13/08/2022,BHAVNA CLEANING,ANAND,1125,CASH PURCHASE
,,2028,15/08/2022,SGE MEDTECH,SURAT,4794,"2+4 NOS RECEIVED, PO CLOSED"
,,2029,17/08/2022,Inside Solution,Anand,21325,
,,2030,17/08/2022,GALAXY SURGICAL,ANAND,34,CASH PURCHASE - FOR X RAY DEPT
,,2031,20/08/2022,MEDRUBB INDUSTRIES,COLKATTA,15355,"FOR OXY SET, OTHER CHARGES Rs.683 (PACKING + FRIEGHT)"
,,2032,20/08/2022,MANISH MARKETING,AHMEDABAD,28079,300 FRIEGHT EXTRA
,,2033,22/08/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,99420,
,,2034,22/08/2022,G V SALES & SERVICE,BARODA,59360,
,,2035,22/08/2022,BHAVNA CLEANING,ANAND,2000,FOR CT AND DAKOR BRANCH
,,2036,23/08/2022,Inside Solution,Anand,9676,FOR SERVER-IT ROOM
,,2037,24/08/2022,ARVIND GOHIL,ANAND,4800,
,,2038,24/08/2022,GALAXY SURGICAL,ANAND,11877,for 3 month used
,,2039,24/08/2022,ONE TOUCH SOLUTION,ANAND,48720,FOR CT DEPT.MEDRED MAKE
,,2040,24/08/2022,CASH PURCHASE,,200,"CASH PURCHASE, FOR X RAY DEPT. USED"
,,2041,27/08/2022,TRYUS BATTERY,ANAND,14000,"FOR GENERATOR SET-EMERGENCY PURCHASE, 12MONTH GAURRANTY"
,,2042,27/08/2022,ARVIND GOHIL,ANAND,3400,
,,2043,27/08/2022,G V SALES & SERVICE,BARODA,115920,
,,2044,29/08/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,39060,FOR CARDIAC USES
,,2045,29/08/2022,KAGDI RAHIMMIYA NANNAMIYA,GODHRA,7050,For Receipt paper & General Used
,,2046,30/08/2022,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,6048,"150+300=450 QTY RECEIVED, PO CLOSED"
,,2047,31/08/2022,ENERGY PRINT,BARODA,26932.5,"19950 QTY RECEIVED, PO CLOSED"
,,2048,31/08/2022,G V SALES & SERVICE,BARODA,96642,118 + 2-FREE SCHEME
,,2049,31/08/2022,G V SALES & SERVICE,BARODA,0.02,118 + 2 FREE SCHEME
,,2050,31/08/2022,GALAXY SURGICAL,ANAND,4424,3 MONTH STOCK
,,2051,31/08/2022,HARIHAR BOOK DEPO,ANAND,1625,CASH PURCHASE
,,2052,31/08/2022,VRAJ PLASTIC,,8875,
,,2053,31/08/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,2007,SONOGEL-300 + PURIFIED WATER-70 BOT PENDING
,,2054,31/08/2022,PARAMOUNT,ANAND,4154,B I VALVE-500 PENDING
,,2055,31/08/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1650,FOR OFFICE & PATIENT USES
,,2056,01/09/2022,CASH PURCHASE,,400,cash purchase
,,2057,01/09/2022,D MART AVENUE SUPERMARTS LTD,,1094,cash purchase
,,2058,01/09/2022,NEW GAYATRI ENTERPRISE,,826,cash purchase
,,2059,02/09/2022,SAHAJANAND STATIONARY MART,,795,CASH PURCHASE-STICKER SHEET-FOR SALARY
,,2060,02/09/2022,ENERGY PRINT,BARODA,17400,
,,2061,03/09/2022,Inside Solution,Anand,2991,FOR EPSON L-6460 INK PRINTER
,,2062,07/09/2022,GALAXY SURGICAL,ANAND,2289,EMERGENCY DRUGS
,,2063,07/09/2022,SHREE GANESH ENTERPRISE,SURAT,2800,FOR BALASINOR BRANCH
,,2064,07/09/2022,KHODIYAR CORPORATION CO.,Anand,3675,
,,2065,07/09/2022,BHAVNA CLEANING,ANAND,4165,
,,2066,07/09/2022,ONE TOUCH SOLUTION,ANAND,45675,for mri
,,2067,08/09/2022,WHITE HOUSE,,4250,
,,2068,08/09/2022,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,4200,FOR PERIPHARY USES
,,2069,08/09/2022,Inside Solution,Anand,27789,FOR ACCOUNT DEPT.
,,2070,08/09/2022,AMIT PAPER MART,,2324,FOR HR & CT DEPT USES
,,2071,10/09/2022,SAHAJANAND STATIONARY MART,,950,"CASH PURCHASE, CALCY WITH 1 YEAR WARRANTY-FOR ACCOUNT DEPT."
,,2072,12/09/2022,CARESTREAM,,15857,
,,2073,12/09/2022,G V SALES & SERVICE,BARODA,12442,30-BOT RECEIVED + 30 PENDING
,,2074,14/09/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1840,EMERGENCY DRUGS
,,2075,14/09/2022,PARAMOUNT,ANAND,3427,PO CLOSED
,,2076,16/09/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,15753,"SONOGEL RECEIVED, STERILE WATER PENDING"
,,2077,17/09/2022,PARAMOUNT,ANAND,2311,
,,2078,17/09/2022,G V SALES & SERVICE,BARODA,7280,FOR IRIS-BALASINOR DAKOR BRANCH USES
,,2079,17/09/2022,SGE MEDTECH,SURAT,5432,FOR ONE TIME USES/AS PER REQ.BY CT DPET.
,,2080,17/09/2022,VRAJ PLASTIC,,7030,DUSTBIN BIG PENDING
,,2081,17/09/2022,VRAJ PLASTIC,,3500,"ALL RECEIVED, PO CLOSED"
,,2082,17/09/2022,BHAVNA CLEANING,ANAND,580,CASH PURCHASE / FOR DIWALI CLEANING
,,2083,19/09/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1058,"ALL MATERIAL RECEIVED, PO CLOSED"
,,2084,19/09/2022,OM ENTERPRISE,SURAT,43400,FOR ANGIO CONTRAST
,,2085,19/09/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,84699,
,,2086,19/09/2022,D MART AVENUE SUPERMARTS LTD,,95,CASH PURCHASE
,,2087,19/09/2022,CASH PURCHASE,,415,"CASH PURCHASE, FOR DIWALI CLEANING, CELL FOR IT DPET"
,,2088,20/09/2022,D MART AVENUE SUPERMARTS LTD,,1120,fragrance purpose
,,2089,20/09/2022,YOGI SERVICE,,7150,
,,2090,21/09/2022,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,10080,FOR CT AND MRI
,,2091,21/09/2022,Inside Solution,Anand,42650,STOCK FOR 3 MONTH USES
,,2092,21/09/2022,SGE MEDTECH,SURAT,8680,MN18*25 RECEIVED + OTHER PENDING
,,2093,21/09/2022,SGE MEDTECH,SURAT,9878,C18*20(17*17) -4NOS PENDING
,,2094,21/09/2022,WHITE HOUSE,,240,"CASH PURCHASE, FOR DIWALI CLEANING"
,,2095,22/09/2022,CARESTREAM,,787482,
,,2096,26/09/2022,G V SALES & SERVICE,BARODA,12442,"30+30 qty received, po closed"
,,2097,27/09/2022,AMIT CHEM TRADERS,VADODARA,24780,
,,2098,28/09/2022,SGE MEDTECH,SURAT,57750,
,,2099,28/09/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1670,FOR OFFICE AND PATIENT USED
,,2100,28/09/2022,Inside Solution,Anand,1900,FOR DIRECTOR CABIN
,,2101,28/09/2022,AMIT PAPER MART,,3000,FOR CT USES
,,2102,28/09/2022,ADCARE,MODASA,5376,
,,2103,29/09/2022,MERLIN POWER SOLUTION,,30612,FOR PETLAD BRANCH
,,2104,30/09/2022,ARVIND GOHIL,ANAND,4800,"5+25 QTY RECEIVED, PO CLOSED"
,,2105,30/09/2022,ARVIND GOHIL,ANAND,8250,
,,2106,30/09/2022,ARVIND GOHIL,ANAND,3750,
,,2107,30/09/2022,GALAXY SURGICAL,ANAND,2903,
,,2108,03/10/2022,KRISHNA ENTERPRISE,Ahmedabad,10903,1200 QTY RECEIVED + 18800 PENDING
,,2109,03/10/2022,KALYAN TRADE LINK (JALARAM),AHMEDABAD,58760,
,,2110,03/10/2022,CARESTREAM,,885000,OPG MACHINE FOR PETLAD BRANCH
,,2111,03/10/2022,GALAXY SURGICAL,ANAND,11293,
,,2112,04/10/2022,BHAVNA CLEANING,ANAND,8020,"OCT-22, DIWALI CLEANING"
,,2113,04/10/2022,ENERGY PRINT,BARODA,70743.5,"7550 QTY RECEIVED, PO CLOSED"
,,2114,04/10/2022,ENERGY PRINT,BARODA,12250,
,,2115,06/10/2022,TECHNO HOUSE,Godhra,54700,FOR PETLAD BRANCH
,,2116,07/10/2022,KRISHNA ENTERPRISE,Ahmedabad,164956,"1200 + 18155 = 19355 QTY RECEIVED, PO CLOSED"
,,2117,10/10/2022,CASH PURCHASE,,201,cash
,,2118,10/10/2022,CASH PURCHASE,,465,cash purchase
,,2119,10/10/2022,G V SALES & SERVICE,BARODA,96642,118+2 FREE SCHEME
,,2120,10/10/2022,G V SALES & SERVICE,BARODA,0.02,118+2 free scheme
,,2121,10/10/2022,G V SALES & SERVICE,BARODA,115920,for Anand Ct use
,,2122,12/10/2022,CASH PURCHASE,,1840,FOR HR REQ.CASH PURCHASE
,,2124,12/10/2022,YOGI SERVICE,,1650,for reporting room
,,2125,14/10/2022,S. N. PRAJAPATI,Ahmedabad,35720,
,,2126,14/10/2022,CASH PURCHASE,,450,cash purchase
,,2127,15/10/2022,KHODIYAR CORPORATION CO.,Anand,3675,
,,2128,15/10/2022,Inside Solution,Anand,7965,
,,2129,15/10/2022,GALAXY SURGICAL,ANAND,1790,HR REQ.
,,2130,15/10/2022,SAHAJANAND STATIONARY MART,,1800,
,,2131,15/10/2022,GALAXY SURGICAL,ANAND,7314,
,,2132,15/10/2022,K T HEALTHCARE SOLUTIONS,AHMEDABAD,150000,X RAY PORTABLE MACHINE
,,2133,15/10/2022,VRAJ PLASTIC,,8390,
,,2134,17/10/2022,ENERGY PRINT,BARODA,30993,"940+472 QTY RECEIVED, PO CLOSED"
,,2135,18/10/2022,MANISH MARKETING,AHMEDABAD,28078,Rs.360 TO PAY LR REF.
,,2136,18/10/2022,AMIT PAPER MART,,14504,MAPPLE FOR GENERAL-COPY POWER FOR REPORTING
,,2137,21/10/2022,Inside Solution,Anand,20546,for L805 and L6460 printer
,,2138,21/10/2022,AMIT CHEM TRADERS,VADODARA,37288,"for dakor, anand used"
,,2139,21/10/2022,FUJI FILM INDIA PVT LTD,AHMEDABAD,49056,
,,2140,01/11/2022,SGE MEDTECH,SURAT,4794,"ALL RECEIVED, PO CLOSED"
,,2141,01/11/2022,GALAXY SURGICAL,ANAND,1752,
,,2142,01/11/2022,G V SALES & SERVICE,BARODA,29680,
,,2143,01/11/2022,NICE FURNITURE,ANAND,10620,FOR Dr.HIRAL SHAH
,,2144,01/11/2022,GALAXY SURGICAL,ANAND,420,FOR HETAL MAM-HIMALAYA HOME
,,2145,01/11/2022,GENUINE X-RAY & RADIOLOGICAL EQUIPMENT PVT.LTD.,AHMEDABAD,80000,FOR DAKOR BRANCH
,,2146,05/11/2022,RAJESH A RAJPUT-MEDICAL GAS SERVICE,VADODARA,2800,"FOR GROUNDFLOOR O2 BOTTLE, CASH PURCHASE"
,,2147,10/11/2022,PARAMOUNT,ANAND,7095,
,,2148,10/11/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,44727,XYLOCAIN PENDING
,,2149,10/11/2022,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,726,"ALL MATERIAL RECEIVED, PO CLOSED"
,,2150,10/11/2022,WHITE HOUSE,,4480,
,,2151,10/11/2022,VRAJ PLASTIC,,6055,
,,2152,10/11/2022,SHRADDHA FOOD & BEVERAGES,ANAND,1800,
,,2153,10/11/2022,GALAXY SURGICAL,ANAND,8897,
